epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
1,925.426,2.41298,3.63776,2.14304,0.00643,0.12505,0.004,0.00115,2.87355,3.53891,1.96224,0.00198667,0.000662222,0.00198667,0.000662222,0.00198667,0.000662222,0.00198667,0.000662222
2,1666.97,1.87718,2.98281,1.70303,0.08155,0.04003,0.01372,0.00365,3.07951,3.29441,2.19381,0.00201327,0.000671089,0.00201327,0.000671089,0.00201327,0.000671089,0.00201327,0.000671089
